review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,relacionado_entrega,sentimento_entrega
e64fb393e7b32834bb789ff8bb30750e,658677c97b385a9be170737859d3511b,5.0,,Recebi bem antes do prazo estipulado.,2017-04-21 00:00:00,2017-04-21 22:02:06,True,1
fe3db7c069d694bab50cc43463f91608,2ca73e2ff9e3a186ad1e1ffb9b1d9c10,5.0,,"A compra foi realizada facilmente.
A entrega foi efetuada muito antes do prazo dado.
O produto já começou a ser usado e até o presente,
sem problemas.",2018-03-23 00:00:00,2018-04-01 00:27:51,True,1
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1.0,,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",2018-04-08 00:00:00,2018-04-09 12:22:39,True,1
890ec1767be8eb104877db6d68eaade5,b3271f5ebce80cbecb67c5b88487a44a,5.0,,"otimo vendedor chegou ate antes do prazo , adorei o produto",2017-05-13 00:00:00,2017-05-14 02:57:19,True,1
6a0969d0769d2f3ff6438809a1cc455e,32638fbca8d1a197e649fd5138e12049,5.0,,"Ocorreu tudo como contratado sendo a entrega realizada antes do prazo 
 Estou satisfeita
",2017-06-02 00:00:00,2017-06-03 13:12:07,True,1
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1.0,,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ",2016-12-09 00:00:00,2016-12-19 14:10:43,True,0
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5.0,,"Produto de muito boa qualidade, chegou antes do prazo prometido",2017-12-17 00:00:00,2017-12-19 17:31:58,True,1
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5.0,,"Entrega muito rápida
Parabéns",2017-08-29 00:00:00,2017-08-29 21:06:01,True,1
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,,,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .",2018-01-10 00:00:00,2018-01-11 07:47:10,True,1
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2.0,,Demorou de mais pra entrega ,2017-12-17 00:00:00,2017-12-17 12:14:13,True,0
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5.0,,super rapido a entrega .... chegou antes da data... ,2017-10-24 00:00:00,2017-10-25 19:36:57,True,1
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1.0,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,2018-03-29 00:00:00,2018-03-29 23:13:58,True,0
fdb0e5a14fb6456e28ce7b3b054b8843,eccb333547035c917db4396ff94c3182,3.0,,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,2018-02-16 00:00:00,2018-02-17 21:35:00,True,1
6591adaa3a855d13090d5fd151ad96c2,b3e8f5b15b942cacd19dba17d7179867,5.0,,Entrega antes do prazo. Produto muito prático e de fácil manuseio. ,2017-08-31 00:00:00,2017-09-01 02:38:17,True,1
43992f6d75ecc01ddd8c748b9362bc81,55b5a2fb966c36bed46f082ad6062914,1.0,,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,2018-03-23 00:00:00,2018-03-23 23:21:32,True,0
6f885e2fd69412264d9e74e805175d53,108e1d5b7a25ff07b49e500b1c7ae4b0,1.0,,"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. ",2017-06-22 00:00:00,2017-06-23 19:35:16,True,1
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1.0,Horrível,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado",2018-08-05 00:00:00,2018-08-05 09:27:55,True,1
58b27f28e98acdaec89d736d8ed79dd5,e0ffd1287f544946a6a6a2dca083e37f,5.0,,Mercadoria certa entregue no prazo combinado. Grata,2018-02-24 00:00:00,2018-02-24 14:58:29,True,1
9ad64902b6c9bfad48bbe4d17e4dcb4b,ecdc847ed73d804147eb009dec3a0a0c,4.0,,"Entrega super rápida, parabéns!",2017-05-13 00:00:00,2017-05-14 14:37:54,True,1
f3f77d01a24ce4da52b6f7e83e71498d,a5a83c95ed669b7ba0ddce1d761c191f,1.0,,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. ",2018-03-01 00:00:00,2018-03-02 12:55:24,True,1
2e21bb397364fa799a4a1609fd2e6e3b,9d7f2c9f33008498700ffdc3162878fb,5.0,,ótimo chegou bem antes do prazo .,2017-09-01 00:00:00,2017-09-04 20:46:52,True,1
670e12015ba4dca0bc1d220aaf5c19f9,988551bc1edc4b81a7e98af061a60228,5.0,,Entregue no prazo produto muito bom.,2017-10-14 00:00:00,2017-10-17 13:50:29,True,1
cc4e1115d5c84efa5976f12404569949,c81d1d3f8deeded6af5d352021b5a188,5.0,,"Produto exatamente conforme descrito.
Chegou bem antes do prazo!",2018-04-04 00:00:00,2018-04-04 21:30:47,True,1
07b48dbc11677f5021dbefcaba550ed2,0527142b56f235b4936a8573f33b020b,5.0,,"O produto chegou bem antes do prazo estipulado, amei o atendimento! Super recomendo ",2017-07-26 00:00:00,2017-07-27 22:55:48,True,1
264527c876f418e7b43e09f0079942e2,ce136deab0b93414db6536909873e31b,5.0,,"Chegou antes do prazo!
Produto excelente!",2018-03-06 00:00:00,2018-03-08 21:29:27,True,1
308400be88a43702db20fbb71b6cff74,752c20debb41dbddf6f5898e8d83e766,4.0,," A loja postou o produto de e mediato o correio demorou um pouco
",2017-07-11 00:00:00,2017-07-11 23:20:14,True,0
49f6f0bbf53f6d961deefc4d2fb0a6cd,4b9d1bbbeed0481ecc124c66e355896f,5.0,,Chegou antes do prazo é a cabeceira é linda.,2018-03-07 00:00:00,2018-03-07 18:12:58,True,1
4292f07bf6cb46aa563a430e6d9cf10b,7ec4063a8ed5b8e7ab1b7bdd7951ffa9,,,"A entrega foi realizado muito antes do previsto. 
Bom produto...estou satisfeita",2018-04-20 00:00:00,2018-04-20 11:17:21,True,1
67c79a3a4b7d8e4fc8590fb8ca4d3f8a,6b5c527f8d210097a9cfaddd7bf4ec94,5.0,,"O produto foi entregue antes do prazo.
",2018-01-10 00:00:00,2018-01-11 12:12:05,True,1
90febfe6ab599694729eaba46be1d3ad,a1ea75ae7c9c7bb3f5b51a9ee910de31,5.0,,"já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10
Muito Obrigado",2018-01-26 00:00:00,2018-01-27 20:03:09,True,1
6d5cbd66b8b52a035e44276fdda28797,60ddc3cf31819e316702f9ede42e26c7,5.0,,"entrega rápida, produto conforme esperado",2017-04-20 00:00:00,2017-04-21 10:54:36,True,1
a3d308c5563d93a99c7896bf7ff94e80,a80aedf3acd66b4cd4f63901251af78f,,," adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito",2017-05-10 00:00:00,2017-05-15 16:23:26,True,1
ddda0fa55fc550a8f14f6ae00652fcf9,bef6f136b891658b2b57851b5afb5c99,5.0,,"Produtos otimos, entrega rápida.
Super recomendo!!!",2017-12-22 00:00:00,2017-12-23 15:49:01,True,1
16e2b94c7b6c1107c0abec3a77ae3afa,3d9d7644b996a0c8a0038a70c90830cb,5.0,,"Gostei muito do produto, a entrega veio antes do prazo. Recomendo, fica bem encaixado no celular, não tira a elegância do aparelho, como outras as capas que deixam monstruoso com o tamanho.",2018-03-18 00:00:00,2018-03-19 00:44:43,True,1
4564316d686dc211b70511906d579588,c6984432d9f4eefb72712f14a8103b6e,4.0,,"o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!",2017-08-02 00:00:00,2017-08-03 18:40:52,True,1
179ac76606aa67e8f50238e3bb1d8933,2dc3f680b2788d38f7162482b575e41a,,,Parabéns. Recebi antes do prazo . tudo correto como foi combinado.,2017-03-29 00:00:00,2017-03-30 00:33:02,True,1
1708bf606fae9970482894dabb9e2fa8,0fc4514962014882225600c063477bd3,5.0,,Entrega antes do prazo produto muito bem conservado. ,2017-06-17 00:00:00,2017-06-20 00:24:45,True,1
c374da82d5c67281544168e3cfb22be3,73bf036e9d518e060d6f766d816483cb,5.0,,"Otimo, preço, entregou antes do prazo e produto de ótima qualidade.
",2018-03-22 00:00:00,2018-03-22 21:32:12,True,1
77ac6288ca3e09284cb264d6b0b4d7a2,0ad0006728103ff08cda112f7940bcd1,5.0,,só poderia entregar mais rápido fim de ano ,2017-12-29 00:00:00,2017-12-29 22:23:00,True,1
b297a6deb0afe6ada1c2b0fe0365de83,8b12069891e5fff6b77a312c835e3904,5.0,,Produto de ótima qualidade!! Chegou antes do tempo esperado. Amei <3,2018-02-10 00:00:00,2018-02-10 21:39:40,True,1
b495f6f95880a213da87b39539fefad9,1d48ff4287c2ff4e757091486fa7c6d6,5.0,,"Veio bem embalado, Envio rápido! ",2017-03-23 00:00:00,2017-03-27 12:41:26,True,1
0871369412bd49aef1b9f916700a9495,2e175b759e9d426f83e9b55b6a0661b2,5.0,,Produto correspondente as minhas expectativas! Foi entregue antes do prazo estabelecido! ,2017-11-01 00:00:00,2017-11-02 10:50:17,True,1
073075873e2d7603248cfc951ad7c2c8,0cae0419c5938004fa8b8dba302552d1,5.0,,gostei de comprar recebi o produto antes do prazo e de boa qualidade. recomendo.,2017-07-22 00:00:00,2017-07-25 14:53:00,True,1
505f890341880ff7158b09cabfd90ece,b191ff55d8fb38b19dca4409b536f14c,5.0,,"Super recomendo, stark Sempre chegando antes da dta prevista =D",2017-03-22 00:00:00,2017-03-23 15:26:36,True,1
c70f661829da37bccaeda6bcb6aed01e,e387920071d53124f3db7d7b1a42c257,5.0,,O pedido chegou antes do prazo. Obrigada.,2018-04-03 00:00:00,2018-04-04 16:59:27,True,1
90d7c8c2bc4d1328995149f3fd6ea941,bac1117353bfc077a092eb57e24419cc,5.0,,O relógio é lindo e a entrega foi muito rápida. Recomendo!,2017-09-07 00:00:00,2017-09-07 21:10:19,True,1
94d950a41403f4a115ab713488ddb3cd,dcd9b00fff62919c208f9e424f8b2c13,,,"Produto perfeito, chegou antes do prazo!",2018-01-30 00:00:00,2018-02-01 21:40:37,True,1
1aab39030ff449c992217a3b137539eb,15564b81a39383f08dc90fa1fac055bf,5.0,,"Obrigada, chegou mto rápido",2018-03-30 00:00:00,2018-03-30 22:09:17,True,1
0643e09decfa0910bdc5645ff1914b3c,f43852197ba26a2152a47dcb6d17ffe3,5.0,,Entrega rápida produto conforme anunciado,2017-07-14 00:00:00,2017-07-17 10:52:21,True,1
9ffe2034f40d65f5541cfecbd8156e86,0af403b34dc11cd542ac6d94ad39aede,5.0,,Estou muito satisfeita chegou antes do prazo super recomendo ,2017-08-25 00:00:00,2017-08-28 01:05:12,True,1
7c01583ff2055c3fd37cd3666fa0865a,4f25074c14f57fb1a98808c9a2f820df,4.0,,Produto chegou antes do prazo estipulado e atendeu plenamente minhas expectativas. ,2018-01-17 00:00:00,2018-01-18 09:37:21,True,1
152ffa9780fe798c8e669cd233937853,d455a8b19923a717a1d1cfb67604e8c6,5.0,,Sempre entrega antes do prazo.,2017-05-01 00:00:00,2017-05-02 21:14:59,True,1
16c4cbab64fb7841bfe489dde62cfb17,96c1f803bd98812f30e0e72841822e3e,5.0,,Entregue antes do prazo! Produto perfeito!,2018-04-06 00:00:00,2018-04-07 20:02:08,True,1
3290358432db6915f973e6b11fa1460b,725bde8878fcc8a1baf2c8ceef40d726,5.0,,Sempre compro e sempre recebo o produto certo no prazo ou antes do prazo,2018-03-03 00:00:00,2018-03-07 14:25:52,True,1
75821c5c8a5c0c6eac2f4c92a9c1fdd6,4017df0a0c73564d88bd596e06e42c2d,,,O produto foi entregue bem antes do prazo.adorei,2017-11-29 00:00:00,2017-12-01 20:59:57,True,1
13e80f4d3fe96747729573b4a95484ab,07d60a76803db63f0ca6708011e8cf9b,5.0,Excelente!,O produto chegou antes do prazo. ,2018-04-29 00:00:00,2018-04-29 21:53:13,True,1
974929cd0aae95525e5524f8d666160d,ac44d431499dd1f572a4dc7408581e7f,5.0,,Muito satisfeito entrega super rápida.. Show ..parabéns.. eu vacilei e comprei um celular nas casas Bahia tem quase um mês e não entregaram.. ,2017-10-03 00:00:00,2017-10-04 00:26:14,True,1
8f4c4882df92da5127153b67f5541806,35084b4c2264dec95673bc5b657289c0,4.0,,"Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.",2018-04-18 00:00:00,2018-04-18 22:32:46,True,1
d838d6e37f4ee0ce4d0a56e5d5211038,37069a22c82db05d43b447a96abf4af0,1.0,,O produto ainda não chegou,2018-01-23 00:00:00,2018-01-23 17:42:46,True,0
19b4862e9952de13d95f480bb053955d,0121cfa7c946e6589f50d7012d3eb5eb,5.0,,"Recebi o produto que queria e antes do prazo combinado, muito bom, recomendo com certeza.",2017-09-07 00:00:00,2017-09-08 14:56:50,True,1
31ded2a6b13dd99a719388ce501d8c06,34245c681fa744fbba46cdafcd007135,5.0,,Produto entregue antes do prazo combinado. Não é a primeira vez que compro pelo site Lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.,2018-01-13 00:00:00,2018-01-14 17:42:29,True,1
b120b1baae836932650815f88f2ffa0e,9d53eb1894b55d3730b9291fb6a8886f,5.0,,Recebi antes do prazo estimado.,2018-04-04 00:00:00,2018-04-05 03:11:41,True,1
8e5408e78acc81f872afcbcd6e30b45d,0dc2734aeb43fcd6b5c4a6d6296f50c5,5.0,,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",2017-03-30 00:00:00,2017-03-30 23:06:55,True,0
55876f941470173bcf4d2013be74d18c,3cf35e66383eac0fa651e99728d09c8c,4.0,,"Chegou antes da data do prazo, porem vazou um pouco do produto! ",2017-11-04 00:00:00,2017-11-05 10:43:54,True,1
416618a6ae27f1e81d8394bf3c9b7e84,2a5243c1617fc7fbba213c4960700889,5.0,,Produto entregue antes do prazo em ótimo estado.,2018-01-27 00:00:00,2018-01-31 10:53:47,True,1
f8bd5a669a85f79aeb46520970a3fabd,4139faf4f621fe4b49e3e0d71bce665c,5.0,,Entrega super rápida. Produto de ótima qualidade. Recomendo.,2017-09-17 00:00:00,2017-09-19 08:00:43,True,1
1f0c5d31b49a18cc26e64301f5da849f,f810273bc84ceae52faa5a78522cd46d,4.0,,Entrega uma dia antes do previsto,2018-03-11 00:00:00,2018-03-14 16:54:17,True,1
0090eb2a29946f932f1f7af8cbbcf9c0,d65342a5836898c61a3ca324c2226927,5.0,,O produto chegou antes do prazo e em perfeitas condições. ,2017-10-30 00:00:00,2017-10-30 18:37:31,True,1
ca5bc3c72f83c6fb95f7f72b290a492c,9e7752c172e3994115a2cd609a18de29,5.0,,"produto conforme anunciado, e veio antes do prazo...perfeito",2017-09-12 00:00:00,2017-09-12 20:58:07,True,1
75ee2eb06a5a7fcce52cb67ddc6506ab,d3397f49eba129958cca1d4ed73dba9a,,,"Entrega muito rápido, e produto excelente ",2017-10-07 00:00:00,2017-10-08 20:07:36,True,1
ca912b833f218e7ecc18c7f3f3108586,e01023596310bc78e2726329569e3d21,5.0,,"Produto bom. Entrega antes do prazo
",2017-11-14 00:00:00,2017-11-15 12:08:39,True,1
7ab4290d8a4c10493e37e671a99c9468,31641d348e3b49cd143c3bd490c100b9,1.0,,"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio.",2018-03-23 00:00:00,2018-03-29 11:07:21,True,0
16063192d221c6f14be0b3444c761b92,93fe3d332271d38d6974bec644168f57,,,"Gostei muito,chegou tudo certinho até antes do prazo de entrega.",2017-10-07 00:00:00,2017-10-09 12:14:18,True,1
b5be606d37fe1a0bd2bbcb7e550574a2,cfa438aab28ed50c386312e0e475dd82,2.0,,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",2017-07-11 00:00:00,2017-07-11 23:10:43,True,0
9ec97953a4e7ac154b5f175e21e81307,3451e358dcd1b3eb514821e4e9772ccc,1.0,,Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida,2018-01-20 00:00:00,2018-01-22 11:14:43,True,1
03b3143cc596bb50864988b76106a418,7551a449a88847c6b76206cc5fbe5993,3.0,,"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida ",2017-10-28 00:00:00,2017-10-28 22:08:06,True,1
91f5235dd3b20f3792084e178e858666,da708bf3b3d18eabce89e0b1d84588d6,1.0,,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",2018-01-05 00:00:00,2018-01-05 11:22:17,True,0
b42955e5003fa4e9449770fb8b50d30d,1f186ad4ad389666cd9482ce1942038d,2.0,,Demorou mas entregou!,2017-10-01 00:00:00,2017-10-02 06:10:08,True,0
757ab0917dfdd892b9dc9ee82e298c67,4b2574ecd0e648e5360a7030c0ace020,5.0,,Tapete lindo.Chegou muito antes do prazo.,2017-03-30 00:00:00,2017-04-04 10:53:12,True,1
f24e1c58c171279bbb6e6c0d1e463d72,b1334405900ad1c02d3521d59b962c6a,5.0,,Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita. ,2017-08-22 00:00:00,2017-08-23 02:08:25,True,1
c8d187a7c6b2a9ae76018912fc5711c3,0e457aee274ec7e2e18d25ab6d212921,5.0,,"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",2018-01-01 00:00:00,2018-01-03 14:46:29,True,1
9fbaad8f7ba7652d9b453408a67df110,74b9959056734d2fa68d5570ea482664,5.0,,Produto entregue no prazo nota 10,2018-01-28 00:00:00,2018-01-28 23:18:47,True,1
22d2c8858b0c2a3536a1fae8f6b1a0f0,544f1ebc2ee31c6f923a4feba2e0677e,5.0,Aprovado,"Chegou um pouco antes do prazo, isso é bom",2018-04-26 00:00:00,2018-04-27 22:49:47,True,1
