order_id,delivery_time (days)
00024acbcdf0a6daa1e931b038114c75,8.991536324019245
000576fe39319847cbb9d288c5617fa6,11.869181668216827
0005f50442cb953dcd1d21e1fb923495,6.232530813598835
00063b381e2406b52ad429470734ebd5,9.16958826409535
0006ec9db01a64e59a68b2c340bf65a7,12.163612027735745
0009792311464db532ff765bf7b182ae,14.435870887960041
000aed2e25dbad2f9ddb70584c5a2ded,6.0977249750013645
00130c0eee84a3d909e75bc08c5c3ca1,6.274180643214605
001ac194d4a326a6fa99b581e9a3d963,6.195759954626904
001e7cf2ad6bef3ade12ebc56ceaf0f3,10.360747180705806
002175704e8b209f61b9ad5cfd92b60e,8.800459149632648
00254baeb6c932b0a8aeead91fbd02b5,21.494496905835312
0025c5d1a8ca53a240ec2634bb4492ea,17.91332272510661
002834535f7a609a5c68266f173fa59e,18.473776108483747
0028de0ca693a1bb26448916a81105cc,14.13238749711072
0029c5db35ef291ce99d1262012e7daa,7.571040937056077
0029f17cf0e7640c5cb6825af681303f,12.700116303266904
002c9def9c9b951b1bec6d50753c9891,6.189806453051171
002f16b7bc4530031b7d90f791b12d8a,10.837817698480443
00324b3eda39ba5ecce3945823e3594c,13.629713724155774
00335f75ea6a4455b524a8dd177067f5,5.952965095875351
003423b755b562962a6225a8de40d12e,15.30344902389333
00345f338696283410b7977d2e3efc89,10.270993547150749
0036757472ece3dde52fd4bfd929c90e,11.527874382176606
003822434f91204da0a51fe4cf2aba18,9.691803837772062
0039500db36d50d7d0bfaf23723550f3,18.45710648353875
003a7f59d7e08a9c61d9e2881fe6459c,7.82466819404193
003a94f778ef8cfd50247c8c1b582257,14.171202806253744
003cc6161d7a2593f2525cce0c330d32,7.035210899864834
003d9fc84ad902adf2265248b5ffe1a4,18.486916994611487
003edccf16bc5ec447f592913b3df2b4,18.693703737181778
00404fa7a687c8c44ca69d42695aae73,9.021919242927835
004345d16a1ab2c21962992c721c8643,14.403681905390698
0044c6f6d22dd280534344177c81b989,13.974755481601859
0045f5225a96ef46630701167528fdcb,8.640773392643784
0046176ff0dbc2a178b7885355dfbb71,10.980932884735315
004b62108b876867938746ad3154167f,6.695718605087826
004ca5ae248069d68e8594df8abf6ce0,18.603177773059674
00526a9d4ebde463baee25f386963ddc,6.108399229993875
00611822267e76e0055c25c18506f06e,13.109659054814891
0066a1fdaee16ad5022c5ef979d0b661,14.7217602056547
0067c6030d65af0ff98790158ddb0020,9.376600988004204
0068fb0e223115e911d362627e8b8800,11.443881591042398
006c42f310102c1910b3c5793ce5fc34,10.543810049099369
006df90050498994d670b40da4651d22,5.6461099899823175
0072847849eafe70995fa51a714c81ac,7.576485093011472
0079bca8e89bd52fdb87408e4f3fb94d,5.705936738736419
0084e195fbd72ae51599af47f04afede,17.661841655215603
008819c6d5f6da6fa5cd9d50ca927cf4,5.776991381373959
